material_id,tot_mom_mub
mp-crsbx,2.940366999999947
mp-ckoff,3.656471701589795
mp-crkwz,23.78131297163975
mp-cukxq,15.99924700991386
mp-cjgbg,2.0005693999999963
mp-ewhag,8.961039703116459
mp-cgsyc,2.22111149999988
mp-choej,1.994283401574631
mp-lqs,6.040618405821072
mp-cpntx,2.349074499999968
